customer_id,name,age,email,city,purchase_amount,purchase_date
400,Kiran,66,kiran400@example.com,Hyderabad,7083.32,2025-11-08
401,Ananya,64,ananya401@example.com,Pune,2137.83,2025-11-30
402,Priya,26,priya402@example.com,Delhi,9372.4,2025-10-12
403,Arjun,52,arjun403@example.com,Pune,1882.1,2025-02-28
404,Kiran,50,kiran404@example.com,Hyderabad,5888.24,2025-01-12
405,Priya,37,priya405@example.com,Delhi,4850.98,2025-09-08
406,Rahul,51,rahul406@example.com,Hyderabad,6427.29,2025-07-04
407,Ravi,48,ravi407@example.com,Chennai,4939.58,2025-10-21
408,Ananya,40,ananya408@example.com,Pune,3148.51,2025-12-02
409,Priya,59,priya409@example.com,Mumbai,6766.98,2025-12-07
410,Arjun,25,arjun410@example.com,Delhi,4493.13,2025-01-05
411,Ravi,39,ravi411@example.com,Bangalore,6650.16,2025-04-29
412,Priya,60,priya412@example.com,Bangalore,273.41,2025-05-25
413,Priya,25,priya413@example.com,Hyderabad,400.83,2025-11-24
414,Arjun,63,arjun414@example.com,Mumbai,6797.48,2025-05-27
415,Ravi,33,ravi415@example.com,Pune,3999.26,2025-03-10
416,Arjun,43,arjun416@example.com,Pune,6612.67,2025-07-11
417,Sneha,26,sneha417@example.com,Hyderabad,4128.39,2025-06-25
418,Kiran,26,kiran418@example.com,Delhi,5713.46,2025-11-20
419,Priya,55,priya419@example.com,Pune,9264.18,2025-01-19
420,Sneha,51,sneha420@example.com,Bangalore,8791.12,2025-10-06
421,Rahul,62,rahul421@example.com,Chennai,3819.16,2025-11-06
422,Ravi,42,ravi422@example.com,Delhi,3313.4,2025-03-17
423,Priya,24,priya423@example.com,Delhi,3866.16,2025-04-03
424,Arjun,50,arjun424@example.com,Hyderabad,5502.3,2025-10-18
425,Ananya,55,ananya425@example.com,Bangalore,5911.91,2025-04-20
426,Sneha,27,sneha426@example.com,Bangalore,4688.59,2025-01-03
427,Kiran,43,kiran427@example.com,Bangalore,4843.9,2025-04-27
428,Kiran,43,kiran428@example.com,Hyderabad,3863.94,2025-10-31
429,Kiran,32,kiran429@example.com,Mumbai,4819.29,2025-02-12
430,Neha,40,neha430@example.com,Pune,7494.07,2025-12-30
431,Rahul,60,rahul431@example.com,Delhi,8241.69,2025-04-17
432,Ravi,33,ravi432@example.com,Delhi,8990.5,2025-10-08
433,Ananya,28,ananya433@example.com,Chennai,696.65,2025-10-04
434,Kiran,39,kiran434@example.com,Chennai,1104.07,2025-02-21
435,Sneha,44,sneha435@example.com,Delhi,8049.96,2025-10-18
436,Neha,33,neha436@example.com,Bangalore,6142.3,2025-05-26
437,Priya,66,priya437@example.com,Delhi,4194.14,2025-12-11
438,Sneha,28,sneha438@example.com,Mumbai,1896.24,2025-06-08
439,Ravi,66,ravi439@example.com,Bangalore,1933.76,2025-02-05
440,Ananya,21,ananya440@example.com,Pune,8079.33,2025-06-21
441,Neha,62,neha441@example.com,Bangalore,1211.81,2025-05-21
442,Ravi,39,ravi442@example.com,Pune,5200.23,2025-08-08
443,Arjun,43,arjun443@example.com,Hyderabad,6501.4,2025-05-01
444,Kiran,59,kiran444@example.com,Hyderabad,2445.02,2025-10-20
445,Ananya,67,ananya445@example.com,Chennai,8526.63,2025-06-16
446,Priya,42,priya446@example.com,Bangalore,7689.9,2025-08-30
447,Kiran,64,kiran447@example.com,Hyderabad,7395.05,2025-08-14
448,Arjun,38,arjun448@example.com,Hyderabad,1866.62,2025-10-20
449,Ravi,52,ravi449@example.com,Mumbai,2141.24,2025-01-11
450,Priya,26,priya450@example.com,Pune,6356.95,2025-09-11
451,Arjun,19,arjun451@example.com,Chennai,6010.76,2025-05-26
452,Rahul,59,rahul452@example.com,Pune,4513.33,2025-08-29
453,Rahul,56,rahul453@example.com,Mumbai,8205.2,2025-03-09
454,Priya,55,priya454@example.com,Bangalore,9064.7,2025-04-19
455,Sneha,53,sneha455@example.com,Delhi,8952.49,2025-03-14
456,Neha,50,neha456@example.com,Chennai,3501.25,2025-07-15
457,Kiran,66,kiran457@example.com,Mumbai,769.36,2025-01-05
458,Ananya,44,ananya458@example.com,Delhi,2784.36,2025-07-19
459,Priya,20,priya459@example.com,Pune,2385.21,2025-02-27
460,Rahul,39,rahul460@example.com,Pune,618.15,2025-06-21
461,Priya,55,priya461@example.com,Hyderabad,9955.26,2025-10-13
462,Ananya,25,ananya462@example.com,Pune,5666.74,2025-02-05
463,Kiran,30,kiran463@example.com,Delhi,6931.05,2025-11-07
464,Neha,59,neha464@example.com,Pune,4284.62,2025-02-24
465,Neha,29,neha465@example.com,Hyderabad,3078.45,2025-05-16
466,Ananya,20,ananya466@example.com,Pune,2422.96,2025-12-14
467,Rahul,57,rahul467@example.com,Pune,9925.59,2025-12-26
468,Neha,61,neha468@example.com,Hyderabad,8436.13,2025-05-29
469,Ananya,23,ananya469@example.com,Pune,982.33,2025-08-19
470,Neha,50,neha470@example.com,Delhi,8278.07,2025-02-07
471,Ananya,51,ananya471@example.com,Delhi,457.99,2025-05-31
472,Priya,62,priya472@example.com,Bangalore,3871.0,2025-09-15
473,Rahul,26,rahul473@example.com,Hyderabad,3124.69,2025-06-29
474,Sneha,40,sneha474@example.com,Bangalore,6045.88,2025-11-07
475,Sneha,52,sneha475@example.com,Pune,5019.94,2025-12-08
476,Ananya,54,ananya476@example.com,Mumbai,2164.25,2025-08-27
477,Arjun,59,arjun477@example.com,Pune,8192.75,2025-10-18
478,Sneha,41,sneha478@example.com,Bangalore,8693.76,2025-05-14
479,Rahul,33,rahul479@example.com,Mumbai,8205.48,2025-06-12
480,Priya,44,priya480@example.com,Bangalore,2313.78,2025-07-25
481,Ananya,35,ananya481@example.com,Bangalore,8242.56,2025-10-08
482,Kiran,50,kiran482@example.com,Mumbai,6103.07,2025-11-17
483,Sneha,33,sneha483@example.com,Pune,8310.39,2025-01-25
484,Kiran,51,kiran484@example.com,Delhi,355.54,2025-01-25
485,Ravi,21,ravi485@example.com,Delhi,5540.34,2025-10-15
486,Neha,49,neha486@example.com,Mumbai,3186.98,2025-11-30
487,Ananya,35,ananya487@example.com,Delhi,1146.08,2025-06-09
488,Kiran,60,kiran488@example.com,Pune,6065.28,2025-05-31
489,Rahul,48,rahul489@example.com,Chennai,5687.97,2025-09-23
490,Arjun,19,arjun490@example.com,Pune,9949.18,2025-09-10
491,Ravi,32,ravi491@example.com,Hyderabad,4360.34,2025-04-09
492,Kiran,26,kiran492@example.com,Mumbai,3102.42,2025-09-20
493,Neha,33,neha493@example.com,Mumbai,6218.71,2025-09-17
494,Ravi,57,ravi494@example.com,Hyderabad,2403.19,2025-11-04
495,Kiran,69,kiran495@example.com,Mumbai,5317.71,2025-08-19
496,Priya,54,priya496@example.com,Mumbai,4107.5,2025-09-13
497,Kiran,52,kiran497@example.com,Chennai,4199.88,2025-01-14
498,Ravi,54,ravi498@example.com,Delhi,7716.12,2025-07-02
499,Priya,44,priya499@example.com,Delhi,290.0,2025-03-20
500,Kiran,27,kiran500@example.com,Bangalore,1977.98,2025-03-06
